Event Date,Hours Absent,Function Category
2021-06-08,8,SI - STD Pay @ 100%
2021-06-09,8,SIE - STD Pay @ 100% Incident End
2021-07-19,8,SIE - STD Pay @ 100% Incident End
2021-12-22,8,SI - STD Pay @ 100%
2021-12-23,8,SIE - STD Pay @ 100% Incident End
2021-05-26,7.5,SI - STD Pay @ 100%
2021-05-27,7.5,SIE - STD Pay @ 100% Incident End
2021-07-30,7,SIE - STD Pay @ 100% Incident End
2021-11-08,7.5,SI - STD Pay @ 100%
2021-11-09,7.5,SI - STD Pay @ 100%
2021-11-10,7.5,SIE - STD Pay @ 100% Incident End
2021-02-05,8,SIE - STD Pay @ 100% Incident End
2021-03-13,8,SI - STD Pay @ 100%
2021-03-16,8,SI - STD Pay @ 100%
2021-03-17,8,SI - STD Pay @ 100%
2021-03-18,8,SI - STD Pay @ 100%
2021-03-19,8,SI - STD Pay @ 100%
2021-03-20,8,SI - STD Pay @ 100%
2021-03-23,8,SI - STD Pay @ 100%
2021-03-24,8,SI - STD Pay @ 100%
2021-03-25,8,SI - STD Pay @ 100%
2021-03-26,8,SI - STD Pay @ 100%
2021-03-27,8,SI - STD Pay @ 100%
2021-03-30,8,SI - STD Pay @ 100%
2021-03-31,8,SI - STD Pay @ 100%
2021-04-01,8,SI - STD Pay @ 100%
2021-04-02,8,SI - STD Pay @ 100%
2021-04-03,8,SI - STD Pay @ 100%
2021-04-06,8,SI - STD Pay @ 100%
2021-04-07,8,SI - STD Pay @ 100%
2021-04-08,8,SI - STD Pay @ 100%
2021-04-09,8,SI - STD Pay @ 100%
2021-04-10,8,SI - STD Pay @ 100%
2021-04-13,8,SI - STD Pay @ 100%
2021-04-14,8,SI - STD Pay @ 100%
2021-04-15,8,SI - STD Pay @ 100%
2021-04-16,8,SI - STD Pay @ 100%
2021-04-17,8,SIE - STD Pay @ 100% Incident End
2021-10-26,8,SI - STD Pay @ 100%
2021-10-27,8,SIE - STD Pay @ 100% Incident End
2021-01-05,7.5,SI - STD Pay @ 100%
2021-01-06,7.5,SIE - STD Pay @ 100% Incident End
2021-02-03,7.5,SI - STD Pay @ 100%
2021-02-04,7.5,SI - STD Pay @ 100%
2021-02-05,7.5,SIE - STD Pay @ 100% Incident End
2021-11-17,7.5,SI - STD Pay @ 100%
2021-11-18,7.5,SIE - STD Pay @ 100% Incident End
2021-11-13,10,SI - STD Pay @ 100%
2021-11-14,10,SI - STD Pay @ 100%
2021-11-15,14,SI - STD Pay @ 100%
2021-11-16,14,SI - STD Pay @ 100%
2021-11-19,10,SI - STD Pay @ 100%
2021-11-20,10,SI - STD Pay @ 100%
2021-11-21,14,SI - STD Pay @ 100%
2021-11-22,14,SI - STD Pay @ 100%
2021-11-29,10,SI - STD Pay @ 100%
2021-11-30,10,SI - STD Pay @ 100%
2021-12-01,14,SI - STD Pay @ 100%
2021-12-02,14,SI - STD Pay @ 100%
2021-12-05,10,SI - STD Pay @ 100%
2021-12-06,10,SI - STD Pay @ 100%
2021-12-07,14,SI - STD Pay @ 100%
2021-12-08,14,SI - STD Pay @ 100%
2021-12-15,10,SI - STD Pay @ 100%
2021-12-16,10,SI - STD Pay @ 100%
2021-12-17,14,SI - STD Pay @ 100%
2021-12-18,14,SI - STD Pay @ 100%
2021-12-21,10,SI - STD Pay @ 100%
2021-12-22,10,SI - STD Pay @ 100%
2021-12-23,14,SI - STD Pay @ 100%
2021-12-24,14,SI - STD Pay @ 100%
2021-12-31,10,SI - STD Pay @ 100%
2021-11-03,4,SIE - STD Pay @ 100% Incident End
2021-12-08,8,LS9 - Limited Sick @ 90%
2021-12-09,3.85,LS9 - Limited Sick @ 90%
2021-01-01,8,SI - STD Pay @ 100%
2021-01-02,8,SI - STD Pay @ 100%
2021-01-04,8,SI - STD Pay @ 100%
2021-01-05,8,SI - STD Pay @ 100%
2021-01-06,8,SI - STD Pay @ 100%
2021-01-07,8,SI - STD Pay @ 100%
2021-01-08,8,SI - STD Pay @ 100%
2021-01-11,8,SI - STD Pay @ 100%
2021-01-12,8,SI - STD Pay @ 100%
2021-01-13,8,SI - STD Pay @ 100%
2021-01-14,8,SI - STD Pay @ 100%
2021-01-15,8,SI - STD Pay @ 100%
2021-01-18,8,SI - STD Pay @ 100%
2021-01-19,8,SI - STD Pay @ 100%
2021-01-20,8,SI - STD Pay @ 100%
2021-01-21,8,SI - STD Pay @ 100%
2021-01-22,8,SI - STD Pay @ 100%
2021-01-25,8,SI - STD Pay @ 100%
2021-01-26,8,SI - STD Pay @ 100%
2021-01-27,8,SI - STD Pay @ 100%
2021-01-28,8,SI - STD Pay @ 100%
2021-01-29,8,SI - STD Pay @ 100%
2021-01-31,8,SI - STD Pay @ 100%
2021-07-12,7.5,SI - STD Pay @ 100%
2021-07-13,7.5,SI - STD Pay @ 100%
2021-07-14,7.5,SIE - STD Pay @ 100% Incident End
2021-08-30,7.5,SI - STD Pay @ 100%
2021-08-31,7.5,SI - STD Pay @ 100%
2021-09-01,7.5,SI - STD Pay @ 100%
2021-09-02,7.5,SIE - STD Pay @ 100% Incident End
2021-06-11,8,SIE - STD Pay @ 100% Incident End
2021-11-27,8,SIE - STD Pay @ 100% Incident End
2021-01-19,8,SI - STD Pay @ 100%
2021-01-20,8,SI - STD Pay @ 100%
2021-01-21,8,SI - STD Pay @ 100%
2021-01-22,8,SI - STD Pay @ 100%
2021-01-23,8,SIE - STD Pay @ 100% Incident End
2021-03-10,8,SIE - STD Pay @ 100% Incident End
2021-06-22,8,SI - STD Pay @ 100%
2021-06-23,8,SI - STD Pay @ 100%
2021-06-24,8,SIE - STD Pay @ 100% Incident End
2021-06-11,8,SI - STD Pay @ 100%
2021-06-12,8,SI - STD Pay @ 100%
2021-06-13,8,SI - STD Pay @ 100%
2021-06-14,8,SI - STD Pay @ 100%
2021-06-15,8,SIE - STD Pay @ 100% Incident End
2021-07-13,4.5,SI - STD Pay @ 100%
2021-07-14,8,SI - STD Pay @ 100%
2021-07-15,8,SI - STD Pay @ 100%
2021-07-16,8,SI - STD Pay @ 100%
2021-07-17,8,SIE - STD Pay @ 100% Incident End
2021-12-06,7.5,SIE - STD Pay @ 100% Incident End
2021-01-06,7.5,SI - STD Pay @ 100%
2021-01-07,7.5,SI - STD Pay @ 100%
2021-01-08,7.5,SIE - STD Pay @ 100% Incident End
2021-01-26,2.5,SI - STD Pay @ 100%
2021-01-27,7.5,SI - STD Pay @ 100%
2021-01-28,7.5,SIE - STD Pay @ 100% Incident End
2021-07-19,6.75,SI - STD Pay @ 100%
2021-07-20,6.75,SI - STD Pay @ 100%
2021-07-21,6.75,SI - STD Pay @ 100%
2021-07-22,6.75,SI - STD Pay @ 100%
2021-07-23,6.75,SI - STD Pay @ 100%
2021-07-26,6.75,SI - STD Pay @ 100%
2021-07-27,6.75,SI - STD Pay @ 100%
2021-07-28,6.75,SI - STD Pay @ 100%
2021-07-29,6.75,SI - STD Pay @ 100%
2021-07-30,6.75,SI - STD Pay @ 100%
2021-08-02,6.75,SI - STD Pay @ 100%
2021-08-03,6.75,SI - STD Pay @ 100%
2021-08-04,6.75,SI - STD Pay @ 100%
2021-08-05,6.75,SI - STD Pay @ 100%
2021-08-06,6.75,SI - STD Pay @ 100%
2021-08-09,6.75,SI - STD Pay @ 100%
2021-08-10,6.75,SI - STD Pay @ 100%
2021-08-11,6.75,SI - STD Pay @ 100%
2021-08-12,6.75,SI - STD Pay @ 100%
2021-08-13,6.75,SI - STD Pay @ 100%
2021-08-16,6.75,SI - STD Pay @ 100%
2021-08-17,6.75,SI - STD Pay @ 100%
2021-08-18,6.75,SI - STD Pay @ 100%
2021-08-19,6.75,SI - STD Pay @ 100%
2021-08-20,6.75,SI - STD Pay @ 100%
2021-08-23,6.75,SI - STD Pay @ 100%
2021-08-24,6.75,SI - STD Pay @ 100%
2021-08-25,6.75,SI - STD Pay @ 100%
2021-08-26,6.75,SI - STD Pay @ 100%
2021-08-27,6.75,SI - STD Pay @ 100%
2021-08-30,6.75,SI - STD Pay @ 100%
2021-08-31,6.75,SI - STD Pay @ 100%
2021-09-01,6.75,SI - STD Pay @ 100%
2021-09-02,6.75,SI - STD Pay @ 100%
2021-09-03,6.75,SI - STD Pay @ 100%
2021-09-06,6.75,SI - STD Pay @ 100%
2021-09-07,6.75,SI - STD Pay @ 100%
2021-09-08,6.75,SI - STD Pay @ 100%
2021-09-09,6.75,SI - STD Pay @ 100%
2021-09-10,6.75,SI - STD Pay @ 100%
2021-09-13,6.75,SI - STD Pay @ 100%
2021-09-14,6.75,SI - STD Pay @ 100%
2021-09-15,6.75,SI - STD Pay @ 100%
2021-09-16,6.75,SI - STD Pay @ 100%
2021-09-17,6.75,SI - STD Pay @ 100%
2021-09-20,6.75,SI - STD Pay @ 100%
2021-09-21,6.75,SI - STD Pay @ 100%
2021-09-22,6.75,SI - STD Pay @ 100%
2021-09-23,6.75,SI - STD Pay @ 100%
2021-09-24,6.75,SI - STD Pay @ 100%
2021-09-27,6.75,SI - STD Pay @ 100%
2021-09-28,6.75,SI - STD Pay @ 100%
2021-09-29,6.75,SI - STD Pay @ 100%
2021-09-30,6.75,SI - STD Pay @ 100%
2021-10-01,6.75,SI - STD Pay @ 100%
2021-10-04,6.75,SI - STD Pay @ 100%
2021-10-05,6.75,SI - STD Pay @ 100%
2021-10-06,6.75,SI - STD Pay @ 100%
2021-10-07,6.75,SI - STD Pay @ 100%
2021-10-08,6.75,SI - STD Pay @ 100%
2021-10-11,6.75,SI - STD Pay @ 100%
2021-10-12,6.75,SI - STD Pay @ 100%
2021-10-13,6.75,SI - STD Pay @ 100%
2021-10-14,6.75,SI - STD Pay @ 100%
2021-10-15,6.75,SI - STD Pay @ 100%
2021-10-18,6.75,SI - STD Pay @ 100%
2021-10-19,6.75,SI - STD Pay @ 100%
2021-10-20,6.75,SI - STD Pay @ 100%
2021-10-21,6.75,SI - STD Pay @ 100%
2021-10-22,6.75,SI - STD Pay @ 100%
2021-10-25,6.75,SI - STD Pay @ 100%
2021-10-26,6.75,SI - STD Pay @ 100%
2021-10-27,6.75,SI - STD Pay @ 100%
2021-10-28,6.75,SI - STD Pay @ 100%
2021-10-29,6.75,SI - STD Pay @ 100%
2021-11-01,6.75,SI - STD Pay @ 100%
2021-11-02,6.75,SI - STD Pay @ 100%
2021-11-03,6.75,SI - STD Pay @ 100%
2021-11-04,6.75,SI - STD Pay @ 100%
2021-11-05,6.25,S9 - STD Pay @ 90%
2021-11-05,0.5,SI - STD Pay @ 100%
2021-11-08,6.75,S9 - STD Pay @ 90%
2021-11-09,6.75,S9 - STD Pay @ 90%
2021-11-10,6.75,S9 - STD Pay @ 90%
2021-11-11,6.75,S9 - STD Pay @ 90%
2021-11-12,6.75,S9E - STD Pay @ 90% Incident End
2021-12-12,8,SI - STD Pay @ 100%
2021-12-13,8,SI - STD Pay @ 100%
2021-12-14,8,SI - STD Pay @ 100%
2021-12-15,8,SI - STD Pay @ 100%
2021-12-16,8,SI - STD Pay @ 100%
2021-12-19,8,SI - STD Pay @ 100%
2021-12-20,8,SI - STD Pay @ 100%
2021-12-21,8,SI - STD Pay @ 100%
2021-12-22,8,SI - STD Pay @ 100%
2021-12-23,8,SI - STD Pay @ 100%
2021-12-26,8,SI - STD Pay @ 100%
2021-12-27,8,SI - STD Pay @ 100%
2021-12-28,8,SI - STD Pay @ 100%
2021-12-29,8,SI - STD Pay @ 100%
2021-12-30,8,SI - STD Pay @ 100%
2021-01-13,8.9,SI - STD Pay @ 100%
2021-01-14,8.9,SI - STD Pay @ 100%
2021-01-15,8.9,SIE - STD Pay @ 100% Incident End
2021-03-01,8,SI - STD Pay @ 100%
2021-03-02,8,SI - STD Pay @ 100%
2021-03-03,8,SI - STD Pay @ 100%
2021-03-04,8,SI - STD Pay @ 100%
2021-03-05,8,SI - STD Pay @ 100%
2021-03-08,8,SI - STD Pay @ 100%
2021-03-09,8,SI - STD Pay @ 100%
2021-03-10,8,SI - STD Pay @ 100%
2021-03-11,8,SI - STD Pay @ 100%
2021-03-12,8,SI - STD Pay @ 100%
2021-03-15,8,SI - STD Pay @ 100%
2021-03-16,8,SI - STD Pay @ 100%
2021-03-17,8,SI - STD Pay @ 100%
2021-03-18,8,SI - STD Pay @ 100%
2021-03-19,8,SI - STD Pay @ 100%
2021-03-22,8,SI - STD Pay @ 100%
2021-03-23,8,SI - STD Pay @ 100%
2021-03-24,8,SI - STD Pay @ 100%
2021-03-25,8,SI - STD Pay @ 100%
2021-03-26,8,SI - STD Pay @ 100%
2021-03-29,8,SI - STD Pay @ 100%
2021-03-30,8,SI - STD Pay @ 100%
2021-03-31,8,SI - STD Pay @ 100%
2021-04-01,8,SI - STD Pay @ 100%
2021-04-02,8,SI - STD Pay @ 100%
2021-04-05,8,SI - STD Pay @ 100%
2021-04-06,8,SI - STD Pay @ 100%
2021-04-07,8,SI - STD Pay @ 100%
2021-04-08,8,SI - STD Pay @ 100%
2021-04-09,8,SI - STD Pay @ 100%
2021-04-12,8,SI - STD Pay @ 100%
2021-04-13,8,SI - STD Pay @ 100%
2021-04-14,8,SI - STD Pay @ 100%
2021-04-15,8,SI - STD Pay @ 100%
2021-04-16,8,SI - STD Pay @ 100%
2021-04-19,8,SI - STD Pay @ 100%
2021-04-20,8,SI - STD Pay @ 100%
2021-04-21,8,SI - STD Pay @ 100%
2021-04-22,8,SI - STD Pay @ 100%
2021-04-23,8,SI - STD Pay @ 100%
2021-04-26,8,SI - STD Pay @ 100%
2021-04-27,8,SI - STD Pay @ 100%
2021-04-28,8,SI - STD Pay @ 100%
2021-04-29,8,SI - STD Pay @ 100%
2021-04-30,8,SI - STD Pay @ 100%
2021-05-03,8,SI - STD Pay @ 100%
2021-05-04,8,SI - STD Pay @ 100%
2021-05-05,8,SI - STD Pay @ 100%
2021-05-06,8,SI - STD Pay @ 100%
2021-05-07,8,SI - STD Pay @ 100%
2021-05-09,8,SI - STD Pay @ 100%
2021-05-10,8,SIE - STD Pay @ 100% Incident End
2021-07-02,8.9,SI - STD Pay @ 100%
2021-07-03,8.8,SI - STD Pay @ 100%
2021-07-04,8.9,SI - STD Pay @ 100%
2021-07-05,8.9,SIE - STD Pay @ 100% Incident End
2021-08-16,8,SI - STD Pay @ 100%
2021-08-17,8,SI - STD Pay @ 100%
2021-08-18,8,SI - STD Pay @ 100%
2021-08-19,8,SI - STD Pay @ 100%
2021-08-20,8,SI - STD Pay @ 100%
2021-08-23,8,SI - STD Pay @ 100%
2021-08-24,8,SI - STD Pay @ 100%
2021-08-25,8,SI - STD Pay @ 100%
2021-08-26,8,SI - STD Pay @ 100%
2021-08-27,8,SI - STD Pay @ 100%
2021-08-29,8.9,SI - STD Pay @ 100%
2021-08-30,8.9,SI - STD Pay @ 100%
2021-08-31,8.9,SI - STD Pay @ 100%
2021-09-04,8.9,SI - STD Pay @ 100%
2021-09-05,8.9,SI - STD Pay @ 100%
2021-09-10,8.9,SI - STD Pay @ 100%
2021-09-11,8.8,SI - STD Pay @ 100%
2021-09-12,10,SI - STD Pay @ 100%
2021-09-15,10,SI - STD Pay @ 100%
2021-09-16,10,SIE - STD Pay @ 100% Incident End
2021-11-03,10,S7 - STD Pay @75%
2021-11-04,10,S7 - STD Pay @75%
2021-11-05,10,S7 - STD Pay @75%
2021-11-06,10,S7 - STD Pay @75%
2021-11-18,10,S7 - STD Pay @75%
2021-11-19,10,S7 - STD Pay @75%
2021-11-20,10,S7 - STD Pay @75%
2021-11-21,10,S7E - STD Pay @ 75% Incident End
2021-12-09,10,S7 - STD Pay @75%
2021-12-10,10,S7 - STD Pay @75%
2021-12-15,10,S7 - STD Pay @75%
2021-12-16,10,S7 - STD Pay @75%
2021-12-17,10,S7 - STD Pay @75%
2021-12-18,10,S7 - STD Pay @75%
2021-12-19,10,S7 - STD Pay @75%
2021-12-22,10,S7 - STD Pay @75%
2021-12-23,10,S7 - STD Pay @75%
2021-12-24,10,S7E - STD Pay @ 75% Incident End
2021-09-14,4.75,LSP - Limited Sick
2021-09-15,4.75,LSP - Limited Sick
2021-06-01,7.5,SI - STD Pay @ 100%
2021-06-02,7.5,SI - STD Pay @ 100%
2021-06-03,7.5,SI - STD Pay @ 100%
2021-06-04,7.5,SI - STD Pay @ 100%
2021-06-07,7.5,SI - STD Pay @ 100%
2021-06-08,7.5,SI - STD Pay @ 100%
2021-06-09,7.5,SI - STD Pay @ 100%
2021-06-10,7.5,SI - STD Pay @ 100%
2021-06-11,7.5,SI - STD Pay @ 100%
2021-06-14,7.5,SI - STD Pay @ 100%
2021-06-15,7.5,SI - STD Pay @ 100%
2021-06-16,7.5,SI - STD Pay @ 100%
2021-06-17,7.5,SI - STD Pay @ 100%
2021-06-18,7.5,SI - STD Pay @ 100%
2021-06-21,6.75,SI - STD Pay @ 100%
2021-06-22,6.75,SI - STD Pay @ 100%
2021-06-23,6.75,SI - STD Pay @ 100%
2021-06-24,6.75,SI - STD Pay @ 100%
2021-06-25,6.75,SI - STD Pay @ 100%
2021-06-28,6.75,SI - STD Pay @ 100%
2021-06-29,6.75,SI - STD Pay @ 100%
2021-06-30,6.75,SI - STD Pay @ 100%
2021-07-01,6.75,SI - STD Pay @ 100%
2021-07-02,6.75,SI - STD Pay @ 100%
2021-07-05,6.75,SI - STD Pay @ 100%
2021-07-06,6.75,SI - STD Pay @ 100%
2021-07-07,6.75,SI - STD Pay @ 100%
2021-07-08,6.75,SI - STD Pay @ 100%
2021-07-09,6.75,SIE - STD Pay @ 100% Incident End
2021-02-01,8,SI - STD Pay @ 100%
2021-02-02,8,SIE - STD Pay @ 100% Incident End
2021-03-04,8,SI - STD Pay @ 100%
2021-03-05,8,SIE - STD Pay @ 100% Incident End
2021-04-22,8,SIE - STD Pay @ 100% Incident End
2021-08-20,8,SIE - STD Pay @ 100% Incident End
2021-11-08,8,SI - STD Pay @ 100%
2021-11-09,8,SI - STD Pay @ 100%
2021-11-10,8,SI - STD Pay @ 100%
2021-11-12,8,SIE - STD Pay @ 100% Incident End
2021-12-08,8,LSE - Limited Sick End
2021-01-18,6,SIE - STD Pay @ 100% Incident End
2021-12-30,8,SI - STD Pay @ 100%
2021-12-31,8,SIE - STD Pay @ 100% Incident End
2021-05-27,6.75,SIE - STD Pay @ 100% Incident End
2021-01-01,8,S7 - STD Pay @75%
2021-01-04,8,S7 - STD Pay @75%
2021-01-05,8,S7 - STD Pay @75%
2021-01-06,8,S7 - STD Pay @75%
2021-01-07,8,S7 - STD Pay @75%
2021-01-08,8,S7 - STD Pay @75%
2021-01-11,8,S7 - STD Pay @75%
2021-01-12,8,S7 - STD Pay @75%
2021-01-13,8,S7 - STD Pay @75%
2021-01-14,8,S7 - STD Pay @75%
2021-01-15,8,S7 - STD Pay @75%
2021-01-18,8,S7 - STD Pay @75%
2021-01-19,8,S7 - STD Pay @75%
2021-01-20,8,S7 - STD Pay @75%
2021-01-21,8,S7 - STD Pay @75%
2021-01-22,8,S7 - STD Pay @75%
2021-01-25,8,S7 - STD Pay @75%
2021-01-26,8,S7 - STD Pay @75%
2021-01-27,8,S7 - STD Pay @75%
2021-01-28,8,S7 - STD Pay @75%
2021-01-29,8,S7 - STD Pay @75%
2021-02-01,8,S7 - STD Pay @75%
2021-02-02,8,S7 - STD Pay @75%
2021-02-03,8,S7 - STD Pay @75%
2021-02-04,8,S7 - STD Pay @75%
2021-02-05,8,S7 - STD Pay @75%
2021-02-08,8,S7 - STD Pay @75%
2021-02-09,8,S7 - STD Pay @75%
2021-02-10,8,S7 - STD Pay @75%
2021-02-11,8,S7 - STD Pay @75%
2021-02-12,8,S7 - STD Pay @75%
2021-02-15,8,S7 - STD Pay @75%
2021-02-16,8,S7 - STD Pay @75%
2021-02-17,8,S7 - STD Pay @75%
2021-02-18,8,S7 - STD Pay @75%
2021-02-19,8,S7 - STD Pay @75%
2021-02-22,8,S7 - STD Pay @75%
2021-02-23,8,S7 - STD Pay @75%
2021-02-24,8,S7 - STD Pay @75%
2021-02-25,8,S7 - STD Pay @75%
2021-02-26,8,S7 - STD Pay @75%
2021-03-01,8,S7 - STD Pay @75%
2021-03-02,8,S7 - STD Pay @75%
2021-03-03,8,S7 - STD Pay @75%
2021-03-04,8,S7 - STD Pay @75%
2021-03-05,8,S7 - STD Pay @75%
2021-03-08,8,S7 - STD Pay @75%
2021-03-09,8,S7 - STD Pay @75%
2021-03-10,8,S7 - STD Pay @75%
2021-03-11,8,S7 - STD Pay @75%
2021-03-12,8,S7 - STD Pay @75%
2021-03-15,8,S7 - STD Pay @75%
2021-03-16,8,S7 - STD Pay @75%
2021-03-17,8,S7 - STD Pay @75%
2021-03-18,8,S7 - STD Pay @75%
2021-03-19,8,S7E - STD Pay @ 75% Incident End
2021-12-24,8,LSE - Limited Sick End
2021-01-01,8,SI - STD Pay @ 100%
2021-01-04,8,SI - STD Pay @ 100%
2021-01-05,8,SI - STD Pay @ 100%
2021-01-06,8,SI - STD Pay @ 100%
2021-01-07,8,SI - STD Pay @ 100%
2021-01-08,8,SI - STD Pay @ 100%
2021-01-11,8,SI - STD Pay @ 100%
2021-01-12,8,SI - STD Pay @ 100%
2021-01-13,8,SI - STD Pay @ 100%
2021-01-14,8,SI - STD Pay @ 100%
2021-01-15,8,SI - STD Pay @ 100%
2021-01-18,8,SI - STD Pay @ 100%
2021-01-19,8,SI - STD Pay @ 100%
2021-01-20,8,SI - STD Pay @ 100%
2021-01-21,8,SI - STD Pay @ 100%
2021-01-22,8,SI - STD Pay @ 100%
2021-01-25,8,SI - STD Pay @ 100%
2021-01-26,8,SI - STD Pay @ 100%
2021-01-27,8,SI - STD Pay @ 100%
2021-01-28,8,SI - STD Pay @ 100%
2021-01-29,8,SI - STD Pay @ 100%
2021-02-01,8,SI - STD Pay @ 100%
2021-02-02,8,SI - STD Pay @ 100%
2021-02-03,8,SI - STD Pay @ 100%
2021-02-04,8,SI - STD Pay @ 100%
2021-02-05,8,SI - STD Pay @ 100%
2021-02-08,8,SI - STD Pay @ 100%
2021-02-09,8,SI - STD Pay @ 100%
2021-02-10,8,SI - STD Pay @ 100%
2021-02-11,8,SI - STD Pay @ 100%
2021-02-12,8,SI - STD Pay @ 100%
2021-02-15,8,SI - STD Pay @ 100%
2021-02-16,8,SI - STD Pay @ 100%
2021-02-17,8,SI - STD Pay @ 100%
2021-02-18,8,SI - STD Pay @ 100%
2021-02-19,8,SI - STD Pay @ 100%
2021-02-22,8,SI - STD Pay @ 100%
2021-02-23,8,SI - STD Pay @ 100%
2021-02-24,8,SI - STD Pay @ 100%
2021-02-25,8,SI - STD Pay @ 100%
2021-02-26,8,SI - STD Pay @ 100%
2021-03-01,8,SI - STD Pay @ 100%
2021-03-02,8,SI - STD Pay @ 100%
2021-03-03,8,SI - STD Pay @ 100%
2021-03-04,8,SI - STD Pay @ 100%
2021-03-05,8,SI - STD Pay @ 100%
2021-03-08,8,SI - STD Pay @ 100%
2021-03-09,8,SI - STD Pay @ 100%
2021-03-10,8,SI - STD Pay @ 100%
2021-03-11,8,SI - STD Pay @ 100%
2021-03-12,8,SI - STD Pay @ 100%
2021-03-15,8,SI - STD Pay @ 100%
2021-03-16,8,SI - STD Pay @ 100%
2021-03-17,8,SI - STD Pay @ 100%
2021-03-18,8,SI - STD Pay @ 100%
2021-03-19,8,SI - STD Pay @ 100%
2021-03-22,8,SI - STD Pay @ 100%
2021-03-23,8,SI - STD Pay @ 100%
2021-03-24,8,SI - STD Pay @ 100%
2021-03-25,8,SI - STD Pay @ 100%
2021-03-26,8,SI - STD Pay @ 100%
2021-03-29,8,SI - STD Pay @ 100%
2021-03-30,8,SI - STD Pay @ 100%
2021-03-31,8,SI - STD Pay @ 100%
2021-04-01,8,SI - STD Pay @ 100%
2021-04-02,8,SI - STD Pay @ 100%
2021-04-05,8,SI - STD Pay @ 100%
2021-04-06,8,SI - STD Pay @ 100%
2021-04-07,8,SI - STD Pay @ 100%
2021-04-08,8,SI - STD Pay @ 100%
2021-04-09,8,SI - STD Pay @ 100%
2021-04-12,8,SI - STD Pay @ 100%
2021-04-13,8,SI - STD Pay @ 100%
2021-04-14,8,SI - STD Pay @ 100%
2021-04-15,8,SI - STD Pay @ 100%
2021-04-16,8,SI - STD Pay @ 100%
2021-04-19,8,SI - STD Pay @ 100%
2021-04-20,8,SI - STD Pay @ 100%
2021-04-21,8,SI - STD Pay @ 100%
2021-04-22,8,SI - STD Pay @ 100%
2021-04-23,8,SI - STD Pay @ 100%
2021-04-26,8,SI - STD Pay @ 100%
2021-04-27,0.01,SIE - STD Pay @ 100% Incident End
2021-09-02,8,S9 - STD Pay @ 90%
2021-09-03,8,S9 - STD Pay @ 90%
2021-09-07,8,S9 - STD Pay @ 90%
2021-09-08,8,S9 - STD Pay @ 90%
2021-09-09,8,S9 - STD Pay @ 90%
2021-09-10,8,S9 - STD Pay @ 90%
2021-09-13,8,S9 - STD Pay @ 90%
2021-09-14,8,S9 - STD Pay @ 90%
2021-09-15,8,S9 - STD Pay @ 90%
2021-09-16,8,S9 - STD Pay @ 90%
2021-09-17,8,S9 - STD Pay @ 90%
2021-09-20,8,S9 - STD Pay @ 90%
2021-09-21,8,S9 - STD Pay @ 90%
2021-09-22,8,S9 - STD Pay @ 90%
2021-09-23,8,S9 - STD Pay @ 90%
2021-09-24,8,S9 - STD Pay @ 90%
2021-09-27,8,S9 - STD Pay @ 90%
2021-09-28,8,S9 - STD Pay @ 90%
2021-09-29,8,S9 - STD Pay @ 90%
2021-09-30,8,S9 - STD Pay @ 90%
2021-10-01,8,S9 - STD Pay @ 90%
2021-10-04,8,S9 - STD Pay @ 90%
2021-10-05,8,S9 - STD Pay @ 90%
2021-10-06,8,S9 - STD Pay @ 90%
2021-10-07,8,S9 - STD Pay @ 90%
2021-10-08,8,S9 - STD Pay @ 90%
2021-10-11,8,S9 - STD Pay @ 90%
2021-10-12,8,S9 - STD Pay @ 90%
2021-10-13,8,S9 - STD Pay @ 90%
2021-10-14,8,S9 - STD Pay @ 90%
2021-10-15,8,S9 - STD Pay @ 90%
2021-10-18,8,S9 - STD Pay @ 90%
2021-10-19,8,S9 - STD Pay @ 90%
2021-10-20,8,S9 - STD Pay @ 90%
2021-10-21,8,S9 - STD Pay @ 90%
2021-10-22,8,S9 - STD Pay @ 90%
2021-10-25,8,S9 - STD Pay @ 90%
2021-10-26,8,S9 - STD Pay @ 90%
2021-10-27,8,S9 - STD Pay @ 90%
2021-10-28,8,S9 - STD Pay @ 90%
2021-10-29,8,S9 - STD Pay @ 90%
2021-11-01,8,S9 - STD Pay @ 90%
2021-11-02,8,S9 - STD Pay @ 90%
2021-11-03,8,S9 - STD Pay @ 90%
2021-11-04,8,S9 - STD Pay @ 90%
2021-11-05,8,S9 - STD Pay @ 90%
2021-11-08,8,S9 - STD Pay @ 90%
2021-11-09,8,S9 - STD Pay @ 90%
2021-11-10,8,S9 - STD Pay @ 90%
2021-11-11,8,S9 - STD Pay @ 90%
2021-11-12,8,S9 - STD Pay @ 90%
2021-11-15,8,S9 - STD Pay @ 90%
2021-11-16,8,S9 - STD Pay @ 90%
2021-11-17,8,S9 - STD Pay @ 90%
2021-11-18,8,S9 - STD Pay @ 90%
2021-11-19,8,S9 - STD Pay @ 90%
2021-11-22,8,S9 - STD Pay @ 90%
2021-11-23,8,S9 - STD Pay @ 90%
2021-11-24,8,S9 - STD Pay @ 90%
2021-11-25,8,S9 - STD Pay @ 90%
2021-11-26,8,S9 - STD Pay @ 90%
2021-11-29,8,S9 - STD Pay @ 90%
2021-11-30,8,S9 - STD Pay @ 90%
2021-12-01,8,S9 - STD Pay @ 90%
2021-12-02,8,S9 - STD Pay @ 90%
2021-12-03,8,S9 - STD Pay @ 90%
2021-12-06,8,S9 - STD Pay @ 90%
